#,abstract_canonical_key,kind,title,rule_summary,pattern,confidence,model,prompt_version
54,9a714fcef17ac762aeb791a28639197e0b893d518f47e659e00f4fdce78e533f,IF,Gewinnbedingung im Stein-Schere-Papier-Spiel,"Das Muster beschreibt eine Gewinnbedingung im Spiel Stein-Schere-Papier. Wenn die Wahl des Spielers eine bestimmte Option ist und die des Computers eine unterlegene, wird ein Gewinntext gesetzt. Es handelt sich um eine fachliche Entscheidung über den Spielausgang.",BUSINESS_RULE_CANDIDATE,1,gpt-4.1-mini,v1
55,a5f1bc886d95adac424d8a7161389ae87101aa67261334a99e23a6622f28557e,EVALUATE,Technische Statuscode-Prüfung ohne Aktion,Das Muster prüft einen Antwortcode gegen einen definierten Statuswert und führt keine Aktion aus. Es handelt sich um eine technische Statusprüfung ohne fachliche Entscheidung. Die Struktur dient der formalen Abbildung eines Prüfblocks ohne Seiteneffekt.,IDIOM_PATTERN,1,gpt-4.1-mini,v1
56,d588fe5466d964d9e0155f9fd93cbc8da4620cdead8c0ea54dd1e229ddd1a5d4,IF,Statusprüfung mit Fehlerbehandlung,"Das Muster prüft, ob eine Antwort ungleich einem Referenzwert ist. Bei Ungleichheit wird eine allgemeine Fehlerbehandlungsroutine ausgeführt. Es handelt sich um eine technische Statusprüfung mit Fehlerbehandlung.",IDIOM_PATTERN,1,gpt-4.1-mini,v1
57,e1c91b2425d1c37d1eb4c450c7f7a22177b9250cae12484cc3dca3c2cd4b8a82,IF,Fehlerbehandlung bei SQL-Code-Abfrage,"Prüft, ob ein SQL-Code ungleich Null ist und behandelt dann einen Fehlerfall. Dabei wird ein Fehlercode gesetzt und eine Fehlerausgabe ausgeführt. Dies dient der Fehlererkennung nach Datenbankoperationen.",CONTROL_FLOW_TEMPLATE,1,gpt-4.1-mini,v1
58,fa76d81ba6eba338c67cd88c47e20f4866ecfae4cc0443baf40c447dd9fcf10f,IF,Prüfung eines Statuskennzeichens auf Wert,"Die Regel prüft, ob ein bestimmtes Kennzeichen oder Flag einen definierten Zeichenwert hat. Bei Übereinstimmung wird eine Aktion ausgeführt. Dies dient der Steuerung von Programmabläufen basierend auf Statuskennzeichen.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
59,fbbaef76b96961ccfa3e5ff58e81d12e8a07b1426bd983134f6a5ca01d2840f8,IF,Steuerung des Programmablaufs bei Wertgleichheit,"Das Muster prüft, ob ein Zähler oder Statuswert einen bestimmten Wert erreicht hat. Bei Übereinstimmung wird ein Sprung zu einer definierten Programmstelle ausgeführt. Dies dient der Steuerung des Programmablaufs basierend auf einem festen Wert.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
60,327c5e3d4f6338902e3ce17dc1d7edcbde493b206717fda16997fcb2a2d61c92,IF,Binäre Statuszuweisung bei logischer Prüfung,"Das Muster setzt ein Ergebnisfeld auf '1' oder '0' basierend auf einem booleschen Schalter. Es handelt sich um eine einfache binäre Statuszuweisung. Die Regel spiegelt logische Prüfungen wie XOR, AND oder OR wider.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
61,449621167353cc41b0dbd551148db07a54e2318ec61696c5ee400fa9536ab220,EVALUATE,Standard-Rückgabewert bei unbekanntem Typ,Setzt bei unbekanntem Anfragetyp einen Standard-Rückgabewert. Dies dient der Behandlung nicht spezifizierter Fälle. Keine weiteren Verzweigungen oder Prüfungen vorhanden.,IDIOM_PATTERN,1,gpt-4.1-mini,v1
62,71eb10c63e6e34cfb94517d4630c16067729c43b7e51c17eaff93ae06ad85540,IF,Prüfung auf ungleichen Antwortstatus,"Das Muster prüft, ob eine Antwortvariable ungleich einem Referenzwert ist. Bei Ungleichheit wird eine Aktion ausgeführt. Es handelt sich um eine einfache Statusprüfung ohne Else-Zweig.",IDIOM_PATTERN,0.9,gpt-4.1-mini,v1
63,91878ccf984c6d01c8a63f019c946d369932968318b8ba0840c31170c3e5f17c,IF,Steuerung des Programmablaufs durch Wertvergleich,"Das Muster prüft, ob ein Feld einen bestimmten festen Wert hat und springt dann zu einer definierten Programmstelle. Es handelt sich um eine einfache Wertvergleichsbedingung mit bedingtem Sprung. Diese Struktur dient der Steuerung des Programmablaufs basierend auf Feldinhalten.",CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
64,99075acb6dda0d572d35cdf9b9036b888633e2925ebcdaad5a00aeaeb3f9ff22,EVALUATE,Einfache Wertauswahl mit Aktion,Das Muster wertet eine Eingabevariable auf bestimmte Zeichen aus und führt bei Übereinstimmung eine Aktion aus. Es handelt sich um eine einfache Auswahl basierend auf dem Wert eines Eingabefeldes. Keine weiteren Verzweigungen oder Validierungen sind enthalten.,CONTROL_FLOW_TEMPLATE,0.9,gpt-4.1-mini,v1
