#,id,complexity_score,condition_norm,else_norm,else_stmt_count,end_line,has_else,kind,parse_mode,program_id,start_line,then_norm,then_stmt_count,subject_norm,canonical_key,when_norm,abstract_canonical_key,abstract_predicate,abstract_then,abstract_else
16,3093,1,DB1 = Z1,PERFORM BAD,1,101,true,IF,FULL,1670,101,PERFORM GOOD,1,,3e00d6800e145b31cfe82da91b94328cba9baf377bb35c1e631431d1ea34e6d5,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
17,3094,1,LB1 = EH1,PERFORM BAD,1,102,true,IF,FULL,1670,102,PERFORM GOOD,1,,ceb509f0a59a4f989380a92ecd2a6442e4e8ae3239c0f4d9b1dce783953e9270,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
18,3095,1,LB1 = DH1,PERFORM BAD,1,103,true,IF,FULL,1670,103,PERFORM GOOD,1,,4d6c52e83681a7a6c3faceef604db6b7b360909dbd2fadb35f0689cd7f6c77c5,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
19,3096,1,LB1 = LH1,PERFORM BAD,1,104,true,IF,FULL,1670,104,PERFORM GOOD,1,,c6817010cd74d94321e1def980508cb2ba783d74c0ced378c2aaa9aa53b20768,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
20,3097,1,LB1 = EB1,PERFORM BAD,1,105,true,IF,FULL,1670,105,PERFORM GOOD,1,,b405c42c2f4b2bfd69f59197baa3ef3bbd7b201a5b20c6a60353ef559e6e35a2,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
21,3098,1,LB1 = DB1,PERFORM BAD,1,106,true,IF,FULL,1670,106,PERFORM GOOD,1,,ee7f5f3616a0cef581fbc2a8c20eb1ed4ca433ee1f23a030838a309b68674f94,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
22,3099,1,LB1 = LB1,PERFORM BAD,1,107,true,IF,FULL,1670,107,PERFORM GOOD,1,,a49dd5576c130e710cdb316397f6ea726738876138798ca9c3d1f048be977deb,,848c2d68b3b9bf824a0bb4cf01cbd87fa61a67fd6e6e0314a0375e58281c34d7,VAR1 = VAR1,PERFORM VAR2,PERFORM VAR3
23,3100,1,LB1 = ED1,PERFORM BAD,1,108,true,IF,FULL,1670,108,PERFORM GOOD,1,,807dbdb0a5b700571eb8a93347f4d02adc39a3f8cc611cf6b67c9b48f0addd70,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
24,3101,1,LB1 = DD1,PERFORM BAD,1,109,true,IF,FULL,1670,109,PERFORM GOOD,1,,f878818ab8a4d5f2449b581b11eefc60e122acd6036f292a7632edc21552eb41,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
25,3102,1,LB1 = LD1,PERFORM BAD,1,110,true,IF,FULL,1670,110,PERFORM GOOD,1,,e84f997966b676bb5b56f0e54f4915c92f463947883d6454b0905c2b82121eea,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
26,3103,1,LB1 = F1,PERFORM BAD,1,111,true,IF,FULL,1670,111,PERFORM GOOD,1,,ade303ae882a45b8d40906605f2926c7de9018d64c21265cb4b33cd7e7945260,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
27,3104,1,LB1 = G1,PERFORM BAD,1,112,true,IF,FULL,1670,112,PERFORM GOOD,1,,fef8bc026f109115754b06f47778c39ff6f2ab5d67c13a39b7210cd961ac8ed2,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
28,3105,1,LB1 = H1,PERFORM BAD,1,113,true,IF,FULL,1670,113,PERFORM GOOD,1,,22c0c07803047de66bf741ebcff8551634d296479c436b3419b8f0f72856b217,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
29,3106,1,LB1 = P1,PERFORM BAD,1,114,true,IF,FULL,1670,114,PERFORM GOOD,1,,ec48f1840c4c46e2062fe5eb0871f11ce7a89a63d66a5bc6fad1bda0aa8009ed,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
30,3107,1,LB1 = Q1,PERFORM BAD,1,115,true,IF,FULL,1670,115,PERFORM GOOD,1,,c8360cfe255b02e538265193e607f80af7efd722749e536c96160f24cc1b4160,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
31,3108,1,LB1 = Z1,PERFORM BAD,1,116,true,IF,FULL,1670,116,PERFORM GOOD,1,,829af7da4bbc19d17ff1b7eea69f4a7bdc3ffc918b8b39cd2b5630b7f4382f03,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
32,3109,1,ED1 = EH1,PERFORM BAD,1,117,true,IF,FULL,1670,117,PERFORM GOOD,1,,77abcd6dcaf63b970e03708d6193802799bc45c0a46ef0a1b59ca2134607cb25,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
33,3110,1,ED1 = DH1,PERFORM BAD,1,118,true,IF,FULL,1670,118,PERFORM GOOD,1,,161207cbfdc89c69ef529a2b27b6adf0a004c9a34adde4ade536c93475ee2915,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
34,3111,1,ED1 = LH1,PERFORM BAD,1,119,true,IF,FULL,1670,119,PERFORM GOOD,1,,98e8513e1c9bce4e1afa42dd530dabb642670ae24d50bacb4da4af4b0c76c2bd,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
35,3112,1,ED1 = EB1,PERFORM BAD,1,120,true,IF,FULL,1670,120,PERFORM GOOD,1,,907a1a2ff919b173ab75a8c9a82a69330a2eb13c98d7bba140e13779d8cb7ff4,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
36,3113,1,ED1 = DB1,PERFORM BAD,1,121,true,IF,FULL,1670,121,PERFORM GOOD,1,,a98e5c85efb8f770baee1435fceecfa57d7da8e45eb91ae56dd25064e04137d7,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
37,3114,1,ED1 = LB1,PERFORM BAD,1,122,true,IF,FULL,1670,122,PERFORM GOOD,1,,7b81dede095ca00d3b5af7ecc9e12df914d191d744fbd54537eca8fe442f50f8,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
38,3115,1,ED1 = ED1,PERFORM BAD,1,123,true,IF,FULL,1670,123,PERFORM GOOD,1,,c89f41812ed8c2029630d667e0e65c3f7a9b9b0ea9f80a00cb0be23537f6a8cd,,848c2d68b3b9bf824a0bb4cf01cbd87fa61a67fd6e6e0314a0375e58281c34d7,VAR1 = VAR1,PERFORM VAR2,PERFORM VAR3
39,3116,1,ED1 = DD1,PERFORM BAD,1,124,true,IF,FULL,1670,124,PERFORM GOOD,1,,b9f26cb230ca978077a03628b2a116279acde55da5b7beca0316e4ae89460c71,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
40,3117,1,ED1 = LD1,PERFORM BAD,1,125,true,IF,FULL,1670,125,PERFORM GOOD,1,,c144b51e6b334499ed58666c0bb003da2e2f69e3b12f2df2ad1056e2ea912814,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
41,3118,1,ED1 = F1,PERFORM BAD,1,126,true,IF,FULL,1670,126,PERFORM GOOD,1,,77e6433c6f6ffeebed83e51b9c20d6b3d6df3455a1b006e66e8c7f4b7ff03988,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
42,3119,1,ED1 = G1,PERFORM BAD,1,127,true,IF,FULL,1670,127,PERFORM GOOD,1,,c65cf4890db0511e3aeca1f98d6e9b1872117c100cb972b28fb0f60f38c89347,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
43,3120,1,ED1 = H1,PERFORM BAD,1,128,true,IF,FULL,1670,128,PERFORM GOOD,1,,1776c3ca95392576bfa2e7d8acb4af386ed2b7a2ba706f307ccab290ba085688,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
44,3121,1,ED1 = P1,PERFORM BAD,1,129,true,IF,FULL,1670,129,PERFORM GOOD,1,,3278c0df32d09030e4596cdfdfe76c93ac2379bb03c1c1a1e3fbcfccdf9c115b,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
45,3122,1,ED1 = Q1,PERFORM BAD,1,130,true,IF,FULL,1670,130,PERFORM GOOD,1,,99762bf9ace429618b30c619fdeeac7f0763a1b183ea9442ee99706140dea81c,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
46,3123,1,ED1 = Z1,PERFORM BAD,1,131,true,IF,FULL,1670,131,PERFORM GOOD,1,,ddf0dbfab0e4c7a280a408e039962a431c76ac26890ca3a2e5309a681ca99a5b,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
47,3124,1,DD1 = EH1,PERFORM BAD,1,132,true,IF,FULL,1670,132,PERFORM GOOD,1,,e23a3e8aebdaf17a265efc939891e5d1dbe8438c2f13946baadb59427969727e,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
48,3125,1,DD1 = DH1,PERFORM BAD,1,133,true,IF,FULL,1670,133,PERFORM GOOD,1,,d67f048c2f32d2060af694b7147ede951395fc41cd35400a5b7b52af8e04af78,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
49,3126,1,DD1 = LH1,PERFORM BAD,1,134,true,IF,FULL,1670,134,PERFORM GOOD,1,,765b576fbd682aa3b8c1fcd78a08adeba3f612ea652aee0a6ac233811f961bd0,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
50,3127,1,DD1 = EB1,PERFORM BAD,1,135,true,IF,FULL,1670,135,PERFORM GOOD,1,,3245a37cbda08797ea6270b8fc572b000f829ba1a6a10f96eeb34455a7faa85c,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
51,3128,1,DD1 = DB1,PERFORM BAD,1,136,true,IF,FULL,1670,136,PERFORM GOOD,1,,c57bed5580c23690d2535bc8907bf3730c8c68bccd5fda49aafec15c90eb62c2,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
52,3129,1,DD1 = LB1,PERFORM BAD,1,137,true,IF,FULL,1670,137,PERFORM GOOD,1,,65d01e169877f05f4fe5eecfdcb1782fd7c8024c2244d89a15703c697052917c,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
53,3130,1,DD1 = ED1,PERFORM BAD,1,138,true,IF,FULL,1670,138,PERFORM GOOD,1,,a2956d4412575977933fc011f1a05b6dd52af6fdc8959301e910bc4a6a7c3f1f,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
54,3131,1,DD1 = DD1,PERFORM BAD,1,139,true,IF,FULL,1670,139,PERFORM GOOD,1,,833a64447fe23c59332dbd6faba49b72a840bc248d3bff75025146425baa9448,,848c2d68b3b9bf824a0bb4cf01cbd87fa61a67fd6e6e0314a0375e58281c34d7,VAR1 = VAR1,PERFORM VAR2,PERFORM VAR3
55,3132,1,DD1 = LD1,PERFORM BAD,1,140,true,IF,FULL,1670,140,PERFORM GOOD,1,,c03f3eea4fc62aa7476a4c4578f12d029a1ce1adadae7162c25439515ebd47fb,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
56,3133,1,DD1 = F1,PERFORM BAD,1,141,true,IF,FULL,1670,141,PERFORM GOOD,1,,a0d6e7e2c8245c8786ddcd42f16e49cebea27ab74ac9ccfb45592e672d47c370,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
57,3134,1,DD1 = G1,PERFORM BAD,1,142,true,IF,FULL,1670,142,PERFORM GOOD,1,,f34cbf3e703d00890251337387c9ff995cfe98af401e82d3ddf5c1a7c3fc1c63,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
58,3135,1,DD1 = H1,PERFORM BAD,1,143,true,IF,FULL,1670,143,PERFORM GOOD,1,,557c36aedfcc73b9134a4930a533d8e8f29e0da2c9e9a3a466841406a1b0a8e5,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
59,3136,1,DD1 = P1,PERFORM BAD,1,144,true,IF,FULL,1670,144,PERFORM GOOD,1,,f7b78b702016f2094a77a20d39c25ea8c91275dad9cffcc7f6db554caa5abe2b,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
60,3137,1,DD1 = Q1,PERFORM BAD,1,145,true,IF,FULL,1670,145,PERFORM GOOD,1,,d9fb89bc502761b2c7fad35552b491f0aa2f42ef41aecec6675deb02e253ac26,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
61,3138,1,DD1 = Z1,PERFORM BAD,1,146,true,IF,FULL,1670,146,PERFORM GOOD,1,,f84d34ae6bcbc6d72dddfe5c1f09fe65024b88b27df50eb69a36a008c80e140e,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
62,3139,1,LD1 = EH1,PERFORM BAD,1,147,true,IF,FULL,1670,147,PERFORM GOOD,1,,00dfe15fbde2975381953f3c55d30fe06a02b62fd6033f3f2d5215343f3ec146,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
63,3140,1,LD1 = DH1,PERFORM BAD,1,148,true,IF,FULL,1670,148,PERFORM GOOD,1,,b3b9ce24b2f644bfa4dc67a40b764f80fea63feca8a55a660588885c24408e1e,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
64,3141,1,LD1 = LH1,PERFORM BAD,1,149,true,IF,FULL,1670,149,PERFORM GOOD,1,,7740a0bfa6b047f8a59a0ead1e59a75d39bcaba362113f66b310746eccf81692,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
65,3142,1,LD1 = EB1,PERFORM BAD,1,150,true,IF,FULL,1670,150,PERFORM GOOD,1,,fba430d782e9fa48a55324ad5412cec9389306da77c083006b9c374275020f5f,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
66,3143,1,LD1 = DB1,PERFORM BAD,1,151,true,IF,FULL,1670,151,PERFORM GOOD,1,,56c4b6d1cb59f27162e9ddecbf295fba5550330b590d09e45a30fa5a30262bba,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
67,3144,1,LD1 = LB1,PERFORM BAD,1,152,true,IF,FULL,1670,152,PERFORM GOOD,1,,68ea3daf725e4d964f148bbc5ef132e847070cb6bf02d85969a504a58f4937be,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
68,3145,1,LD1 = ED1,PERFORM BAD,1,153,true,IF,FULL,1670,153,PERFORM GOOD,1,,a8d64dd692f006136dbf40f3e058ce28e3be94e1a409ba3e2ad05ee34611ca35,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
69,3146,1,LD1 = DD1,PERFORM BAD,1,154,true,IF,FULL,1670,154,PERFORM GOOD,1,,880a192cd1b752382016d4c583cdb4c7f95fc28e66c88f67bbec898bbac08b84,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
70,3147,1,LD1 = LD1,PERFORM BAD,1,155,true,IF,FULL,1670,155,PERFORM GOOD,1,,671342110d7ce04f90ccda56cb8f15d343595c422f12bbe844d031aafa801746,,848c2d68b3b9bf824a0bb4cf01cbd87fa61a67fd6e6e0314a0375e58281c34d7,VAR1 = VAR1,PERFORM VAR2,PERFORM VAR3
71,3148,1,LD1 = F1,PERFORM BAD,1,156,true,IF,FULL,1670,156,PERFORM GOOD,1,,d48a15c6ecf9bce659cd874f7ecdd8504dd3e68ff6c70a3c52fb55d6e240083c,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
72,3149,1,LD1 = G1,PERFORM BAD,1,157,true,IF,FULL,1670,157,PERFORM GOOD,1,,010c58e0a764b9afc493c5857990e696e068a6ded08fc4f20ae9ae0779f31fcb,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
73,3150,1,LD1 = H1,PERFORM BAD,1,158,true,IF,FULL,1670,158,PERFORM GOOD,1,,aaac668c6d7767b0bad0dd61d3e295dcb053c8df9793c420494253296ae99499,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
74,3151,1,LD1 = P1,PERFORM BAD,1,159,true,IF,FULL,1670,159,PERFORM GOOD,1,,ec4a927631b766cb9d875931e1cbe8bbd773104e0a43514109b201ef0752ddfe,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
75,3152,1,LD1 = Q1,PERFORM BAD,1,160,true,IF,FULL,1670,160,PERFORM GOOD,1,,26755ae451a7cf27cd695239d71e6aa61d16c47dd27cbcbbb1f3517e0369595a,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
76,3153,1,LD1 = Z1,PERFORM BAD,1,161,true,IF,FULL,1670,161,PERFORM GOOD,1,,71b2ef2140c9caa44b7e657619c3a2b270980b712730561e22ac3132985b9b98,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
77,3154,1,F1 = EH1,PERFORM BAD,1,162,true,IF,FULL,1670,162,PERFORM GOOD,1,,45631159f6991e10528290ae6fee2fa7f2d78f0f0ef1d48bfc76454f33353d67,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
78,3155,1,F1 = DH1,PERFORM BAD,1,163,true,IF,FULL,1670,163,PERFORM GOOD,1,,3b3aa80562f3dca12f9bd24d582459407cb3efb1f9b86c4b282eac2e6e627e67,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
79,3156,1,F1 = LH1,PERFORM BAD,1,164,true,IF,FULL,1670,164,PERFORM GOOD,1,,144800e9793c1c8e16781375662b7d134672f4b4b25b7c470faefb1650eba12b,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
80,3157,1,F1 = EB1,PERFORM BAD,1,165,true,IF,FULL,1670,165,PERFORM GOOD,1,,ec179407c6b3aec4988997f9f03924d185647d5e7a6090ab4006ae0308ca728a,,7ceec9ff934604e7f66c58b3c291e8558008b6dbf38158809276797319ba8eec,VAR1 = VAR2,PERFORM VAR3,PERFORM VAR4
