#,abstract_canonical_key,kind,occurrences,created_at,updated_at,abstract_predicate,abstract_then,abstract_else,canonical_key,has_else
277,ff5e03b3f6af68d21872f2e11b53d0a7eaf525916a5c46ca9ab4b6f3809c1c08,IF,4,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 > <N>,PERFORM 6200-PRINT-EMPLOYEE-HEADERS,,ae45944e5a9a05b119878fc9ebd946b28f4b34694b5c144edf3b62564bbf5467,false
278,2110e18cd13f1135903d82c9c6b402b8fba00ac8016a20a7d3d3a712af956310,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1,MOVE <N> TO VAR2,IF VAR3 THEN MOVE <N> TO VAR2 ELSE IF VAR4 THEN MOVE <N> TO VAR2 ELSE IF VAR5 THEN MOVE <N> TO VAR2 ELSE IF VAR6 THEN MOVE <N> TO VAR2 ELSE IF VAR7 THEN MOVE <N> TO VAR2 ELSE IF VAR8 THEN MOVE <N> TO VAR2 ELSE IF VAR9 THEN MOVE <N> TO VAR2 ELSE IF VAR10 THEN MOVE <N> TO VAR2 ELSE IF VAR11 THEN MOVE <N> TO VAR2 ELSE IF VAR12 THEN MOVE <N> TO VAR2 ELSE IF VAR13 THEN MOVE <N> TO VAR2 ELSE IF VAR14 THEN MOVE <N> TO VAR2 ELSE IF VAR15 THEN MOVE <N> TO VAR2 ELSE IF VAR16 THEN MOVE <N> TO VAR2 ELSE IF VAR17 THEN MOVE <N> TO VAR2 ELSE IF VAR18 THEN MOVE <N> TO VAR2 ELSE IF VAR19 THEN MOVE <N> TO VAR2 ELSE IF VAR20 THEN MOVE <N> TO VAR2 ELSE IF VAR21 THEN MOVE <N> TO VAR2 ELSE IF VAR22 THEN MOVE <N> TO VAR2 ELSE IF VAR23 THEN MOVE <N> TO VAR2 ELSE IF VAR24 THEN MOVE <N> TO VAR2 ELSE IF VAR25 THEN MOVE <N> TO VAR2 ELSE IF VAR26 THEN MOVE <N> TO VAR2 ELSE IF VAR27 THEN MOVE <N> TO VAR2 ELSE IF VAR28 THEN MOVE <N> TO VAR2 ELSE IF VAR29 THEN MOVE <N> TO VAR2 ELSE IF VAR30 THEN MOVE <N> TO VAR2 ELSE IF VAR31 THEN MOVE <N> TO VAR2 ELSE IF VAR32 THEN MOVE <N> TO VAR2 ELSE IF VAR33 THEN MOVE <N> TO VAR2 ELSE IF VAR34 THEN MOVE <N> TO VAR2 ELSE IF VAR35 THEN MOVE <N> TO VAR2 ELSE IF VAR36 THEN MOVE <N> TO VAR2 ELSE IF VAR37 THEN MOVE <N> TO VAR2 ELSE IF VAR38 THEN MOVE <N> TO VAR2 ELSE IF VAR39 THEN MOVE <N> TO VAR2 ELSE IF VAR40 THEN MOVE <N> TO VAR2 ELSE IF VAR41 THEN MOVE <N> TO VAR2 ELSE IF VAR42 THEN MOVE <N> TO VAR2 ELSE IF VAR43 THEN MOVE <N> TO VAR2 ELSE IF VAR44 THEN MOVE <N> TO VAR2 ELSE IF VAR45 THEN MOVE <N> TO VAR2 ELSE IF VAR46 THEN MOVE <N> TO VAR2 ELSE IF VAR47 THEN MOVE <N> TO VAR2 ELSE IF VAR48 THEN MOVE <N> TO VAR2 ELSE IF VAR49 THEN MOVE <N> TO VAR2 ELSE IF VAR50 THEN MOVE <N> TO VAR2 ELSE IF VAR51 THEN MOVE <N> TO VAR2 ELSE IF VAR52 THEN MOVE <N> TO VAR2 ELSE IF VAR53 THEN MOVE <N> TO VAR2 ELSE IF VAR54 THEN MOVE <N> TO VAR2 ELSE IF VAR55 THEN MOVE <N> TO VAR2 ELSE IF VAR56 THEN MOVE <N> TO VAR2 ELSE IF VAR57 THEN MOVE <N> TO VAR2 ELSE IF VAR58 THEN MOVE <N> TO VAR2 ELSE IF VAR59 THEN MOVE <N> TO VAR2 ELSE IF VAR60 THEN MOVE <N> TO VAR2 ELSE IF VAR61 THEN MOVE <N> TO VAR2 ELSE IF VAR62 THEN MOVE <N> TO VAR2 ELSE IF VAR63 THEN MOVE <N> TO VAR2 ELSE IF VAR64 THEN MOVE <N> TO VAR2 ELSE IF VAR65 THEN MOVE <N> TO VAR2 ELSE IF VAR66 THEN MOVE <N> TO VAR2 ELSE IF VAR67 THEN MOVE <N> TO VAR2 ELSE IF VAR68 THEN MOVE <N> TO VAR2 ELSE IF VAR69 THEN MOVE <N> TO VAR2 ELSE IF VAR70 THEN MOVE <N> TO VAR2 ELSE IF VAR71 THEN MOVE <N> TO VAR2 ELSE IF VAR72 THEN MOVE <N> TO VAR2 ELSE IF VAR73 THEN MOVE <N> TO VAR2 ELSE IF VAR74 THEN MOVE <N> TO VAR2 ELSE IF VAR75 THEN MOVE <N> TO VAR2 ELSE IF VAR76 THEN MOVE <N> TO VAR2 ELSE IF VAR77 THEN MOVE <N> TO VAR2 ELSE IF VAR78 THEN MOVE <N> TO VAR2 ELSE IF VAR79 THEN MOVE <N> TO VAR2 ELSE IF VAR80 THEN MOVE <N> TO VAR2 ELSE IF VAR81 THEN MOVE <N> TO VAR2 ELSE IF VAR82 THEN MOVE <N> TO VAR2 ELSE IF VAR83 THEN MOVE <N> TO VAR2 ELSE IF VAR84 THEN MOVE <N> TO VAR2 ELSE IF VAR85 THEN MOVE <N> TO VAR2 ELSE IF VAR86 THEN MOVE <N> TO VAR2 ELSE IF VAR87 THEN MOVE <N> TO VAR2 ELSE IF VAR88 THEN MOVE <N> TO VAR2 ELSE IF VAR89 THEN MOVE <N> TO VAR2 ELSE IF VAR90 THEN MOVE <N> TO VAR2 ELSE IF VAR91 THEN MOVE <N> TO VAR2 ELSE IF VAR92 THEN MOVE <N> TO VAR2 ELSE IF VAR93 THEN MOVE <N> TO VAR2 ELSE IF VAR94 THEN MOVE <N> TO VAR2 ELSE IF VAR95 THEN MOVE <N> TO VAR2 ELSE IF VAR96 THEN MOVE <N> TO VAR2 ELSE IF VAR97 THEN MOVE <N> TO VAR2 ELSE IF VAR98 THEN MOVE <N> TO VAR2 ELSE IF VAR99 THEN MOVE <N> TO VAR2 ELSE IF VAR100 THEN MOVE <N> TO VAR2 ELSE IF VAR101 THEN MOVE <N> TO VAR2 ELSE IF VAR102 THEN MOVE <N> TO VAR2 ELSE IF VAR103 THEN MOVE <N> TO VAR2 ELSE IF VAR104 THEN MOVE <N> TO VAR2 ELSE IF VAR105 THEN MOVE <N> TO VAR2 ELSE IF VAR106 THEN MOVE <N> TO VAR2 ELSE IF VAR107 THEN MOVE <N> TO VAR2 ELSE IF VAR108 THEN MOVE <N> TO VAR2 ELSE IF VAR109 THEN MOVE <N> TO VAR2 ELSE IF VAR110 THEN MOVE <N> TO VAR2 ELSE IF VAR111 THEN MOVE <N> TO VAR2 ELSE IF VAR112 THEN MOVE <N> TO VAR2 ELSE IF VAR113 THEN MOVE <N> TO VAR2 ELSE IF VAR114 THEN MOVE <N> TO VAR2 ELSE IF VAR115 THEN MOVE <N> TO VAR2 ELSE IF VAR116 THEN MOVE <N> TO VAR2 ELSE IF VAR117 THEN MOVE <N> TO VAR2 ELSE IF VAR118 THEN MOVE <N> TO VAR2 ELSE IF VAR119 THEN MOVE <N> TO VAR2 ELSE IF VAR120 THEN MOVE <N> TO VAR2 ELSE IF VAR121 THEN MOVE <N> TO VAR2 ELSE IF VAR122 THEN MOVE <N> TO VAR2 ELSE IF VAR123 THEN MOVE <N> TO VAR2 ELSE IF VAR124 THEN MOVE <N> TO VAR2 ELSE IF VAR125 THEN MOVE <N> TO VAR2 ELSE MOVE VAR126 TO VAR2,e839fe0e773534ed34b3e1f09936579794402c137a42b0ac710b7860677d97d0,true
279,bc7d04fd996d7753a851a68277f2e0c9eb80bad24058bbb1c4860675572e25b7,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 > VAR2,PERFORM 3500-READ-SEGMENTS THRU 3500-EXIT VAR3 VAR4 VAR5 VAR6 VAR7 GREATER THAN VAR1 OR VAR8 EQUAL <S>,,56791a9df91f3a0ad105f07f5678216487d52c83ee2401c2af23e8c7b8af74ff,false
280,f90a643ff6415eb504777eb7910e3f5cd6119735279e6175cf21a5e399cce721,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <N>,ADD VAR2 TO VAR3 ADD VAR4 TO VAR3 IF VAR5 IS LESS THAN VAR3 MOVE <S> TO VAR6 EXEC_BLOCK_STUB ELSE IF VAR7 NOT EQUAL VAR8 MOVE VAR9 TO VAR10 END-IF IF VAR11 NOT EQUAL VAR8 MOVE VAR12 TO VAR13 END-IF MOVE VAR14 TO VAR15 MOVE VAR16 TO VAR17 MOVE VAR18 TO VAR19 MOVE VAR20 TO VAR21 MOVE VAR18 TO VAR22 MOVE VAR20 TO VAR23 MOVE VAR24 TO VAR25 MOVE VAR26 TO VAR27 END-IF MOVE <S> TO VAR28,IF VAR1 EQUAL <N> MOVE <S> TO VAR6 ELSE MOVE <S> TO VAR6 PERFORM VAR29 END-IF,5aea03a411e8a41b18e3aa4bfc73c8c9c2c1e71280246ff5aa961efcdf9ee772,true
281,8ed78a8e5d29942c107393170137c5c18f0cb9e5ae416964a990c0334fdb11b5,EVALUATE,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 | WHEN | VAR1 = VAR2 THRU VAR3,SUBTRACT VAR2 VAR4 VAR1,,e549ff81e73f9fb0f8e3fdc075b6dafd516287cd0bf03ceaf6db917fe5e5de9b,false
282,8021e22046c5b77d3feb954922467492b7d9869297d0ca9c3775895c0c959f2b,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <N>,PERFORM 5000-RELATORIO-TELA,,f9d29fc18d52f10ac4eaead1c381aae6418debd6a502c032d3facbe64c4c12ef,false
283,7c8f694b61b84e34928e4bb24e06e3de86da1c6823da875d9ab29b5fc7164fd8,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1,MOVE <N> TO VAR2,IF VAR3 THEN MOVE <N> TO VAR2 ELSE IF VAR4 THEN MOVE <N> TO VAR2 ELSE IF VAR5 THEN MOVE <N> TO VAR2 ELSE IF VAR6 THEN MOVE <N> TO VAR2 ELSE IF VAR7 THEN MOVE <N> TO VAR2 ELSE IF VAR8 THEN MOVE <N> TO VAR2 ELSE IF VAR9 THEN MOVE <N> TO VAR2 ELSE IF VAR10 THEN MOVE <N> TO VAR2 ELSE IF VAR11 THEN MOVE <N> TO VAR2 ELSE IF VAR12 THEN MOVE <N> TO VAR2 ELSE IF VAR13 THEN MOVE <N> TO VAR2 ELSE IF VAR14 THEN MOVE <N> TO VAR2 ELSE IF VAR15 THEN MOVE <N> TO VAR2 ELSE IF VAR16 THEN MOVE <N> TO VAR2 ELSE IF VAR17 THEN MOVE <N> TO VAR2 ELSE IF VAR18 THEN MOVE <N> TO VAR2 ELSE IF VAR19 THEN MOVE <N> TO VAR2 ELSE IF VAR20 THEN MOVE <N> TO VAR2 ELSE IF VAR21 THEN MOVE <N> TO VAR2 ELSE IF VAR22 THEN MOVE <N> TO VAR2 ELSE MOVE VAR23 TO VAR2,5672c19bf8ccf9e3ef6e37264bd4b233dbb78197eafdcf4f5961c89ef24d84b6,true
284,2f528de80f1d04457c6503a0db0ba8d976190b7bab49a9540c476f31eebee454,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = VAR2,MOVE VAR3 TO VAR4 INITIALIZE VAR5,,59e4f52dbaa93f2a0cad1a541a04e4d7f9e65459499d94d14828842ccf442a67,false
285,61a980e030263eef302eca7160747f4d55e113e71e604196f97dd8aa8440468e,IF,2,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = VAR2,IF VAR3 EQUAL VAR4 OR VAR3 EQUAL VAR5 MOVE VAR6 TO VAR7 PERFORM 7200-WEB-CONVERSE THRU 7200-EXIT,,40e6af35b8c887fca4b7b8216284dbb25d2404e3b7018957f09f0fba89caa96e,false
286,a1ed73a52eb673c5db75837b330ca5deda58d48e562325eabc9431665a62be8a,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,NOT VAR1,MOVE <N> TO VAR2 MOVE <N> TO VAR3,,f80c4a59f733fd605c83f57cb43f131e4e32b57cf880818301a796fbe73f0b05,false
287,3015c3199036649a9af9916327715fc461ea4042439dace25b120394e2ddb53d,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1,MOVE <N> TO VAR2,IF VAR3 THEN MOVE <N> TO VAR2 ELSE IF VAR4 THEN MOVE <N> TO VAR2 ELSE IF VAR5 THEN MOVE <N> TO VAR2 ELSE IF VAR6 THEN MOVE <N> TO VAR2 ELSE IF VAR7 THEN MOVE <N> TO VAR2 ELSE IF VAR8 THEN MOVE <N> TO VAR2 ELSE IF VAR9 THEN MOVE <N> TO VAR2 ELSE IF VAR10 THEN MOVE <N> TO VAR2 ELSE IF VAR11 THEN MOVE <N> TO VAR2 ELSE IF VAR12 THEN MOVE <N> TO VAR2 ELSE IF VAR13 THEN MOVE <N> TO VAR2 ELSE IF VAR14 THEN MOVE <N> TO VAR2 ELSE IF VAR15 THEN MOVE <N> TO VAR2 ELSE IF VAR16 THEN MOVE <N> TO VAR2 ELSE IF VAR17 THEN MOVE <N> TO VAR2 ELSE IF VAR18 THEN MOVE <N> TO VAR2 ELSE IF VAR19 THEN MOVE <N> TO VAR2 ELSE IF VAR20 THEN MOVE <N> TO VAR2 ELSE IF VAR21 THEN MOVE <N> TO VAR2 ELSE IF VAR22 THEN MOVE <N> TO VAR2 ELSE IF VAR23 THEN MOVE <N> TO VAR2 ELSE IF VAR24 THEN MOVE <N> TO VAR2 ELSE IF VAR25 THEN MOVE <N> TO VAR2 ELSE IF VAR26 THEN MOVE <N> TO VAR2 ELSE IF VAR27 THEN MOVE <N> TO VAR2 ELSE IF VAR28 THEN MOVE <N> TO VAR2 ELSE IF VAR29 THEN MOVE <N> TO VAR2 ELSE IF VAR30 THEN MOVE <N> TO VAR2 ELSE IF VAR31 THEN MOVE <N> TO VAR2 ELSE IF VAR32 THEN MOVE <N> TO VAR2 ELSE IF VAR33 THEN MOVE <N> TO VAR2 ELSE IF VAR34 THEN MOVE <N> TO VAR2 ELSE IF VAR35 THEN MOVE <N> TO VAR2 ELSE IF VAR36 THEN MOVE <N> TO VAR2 ELSE IF VAR37 THEN MOVE <N> TO VAR2 ELSE IF VAR38 THEN MOVE <N> TO VAR2 ELSE IF VAR39 THEN MOVE <N> TO VAR2 ELSE IF VAR40 THEN MOVE <N> TO VAR2 ELSE IF VAR41 THEN MOVE <N> TO VAR2 ELSE IF VAR42 THEN MOVE <N> TO VAR2 ELSE IF VAR43 THEN MOVE <N> TO VAR2 ELSE IF VAR44 THEN MOVE <N> TO VAR2 ELSE IF VAR45 THEN MOVE <N> TO VAR2 ELSE IF VAR46 THEN MOVE <N> TO VAR2 ELSE IF VAR47 THEN MOVE <N> TO VAR2 ELSE IF VAR48 THEN MOVE <N> TO VAR2 ELSE IF VAR49 THEN MOVE <N> TO VAR2 ELSE IF VAR50 THEN MOVE <N> TO VAR2 ELSE IF VAR51 THEN MOVE <N> TO VAR2 ELSE IF VAR52 THEN MOVE <N> TO VAR2 ELSE IF VAR53 THEN MOVE <N> TO VAR2 ELSE IF VAR54 THEN MOVE <N> TO VAR2 ELSE IF VAR55 THEN MOVE <N> TO VAR2 ELSE IF VAR56 THEN MOVE <N> TO VAR2 ELSE IF VAR57 THEN MOVE <N> TO VAR2 ELSE IF VAR58 THEN MOVE <N> TO VAR2 ELSE IF VAR59 THEN MOVE <N> TO VAR2 ELSE IF VAR60 THEN MOVE <N> TO VAR2 ELSE IF VAR61 THEN MOVE <N> TO VAR2 ELSE IF VAR62 THEN MOVE <N> TO VAR2 ELSE MOVE VAR63 TO VAR2,267cabcb0eaf8450a03196babbaaa44cd5559cb8962bac8bd5dcd88feee82232,true
288,fa4204d98598ed2e1401fe69653ade1ec3c556e90082948f2f901fbcf3be6bff,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <N>,MOVE VAR2 TO VAR3,IF VAR1 = <N> MOVE VAR2 TO VAR4 ELSE IF VAR1 = <N> MOVE VAR2 TO VAR5 ELSE IF VAR1 = <N> MOVE VAR2 TO VAR6 ELSE DISPLAY <S> VAR7 END-IF,6b4d29b1fde6f6f3cb37939c02150f2fff45e7b7ec92090946333a255aabe0a5,true
289,d586d2552a094faa85709ed2bcb262985a6437beb950c80b4e0d243eb3dd1397,EVALUATE,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 | WHEN | VAR1 = <N>,MOVE <N> TO VAR2 MOVE <SPACE> TO VAR3 GO TO VAR4,,1688bbd2d3eae1e626bbb78c98cb6b04035e861fc516afd4bcdc1c49f6ef60a7,false
290,848c2d68b3b9bf824a0bb4cf01cbd87fa61a67fd6e6e0314a0375e58281c34d7,IF,60,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = VAR1,PERFORM VAR2,PERFORM VAR3,104887bd709628a4e10892595ee82af3765aecf21b4bf3ecc2aac4cb76904883,true
291,b640ba3514ac57aa281acbacc5e241d5177be15600a75980896b3e8feb7810e0,IF,4,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = LENGTH OF VAR2,DISPLAY <S> PERFORM 6100-PASSED,DISPLAY <S> DISPLAY <S> VAR1 DISPLAY <S> LENGTH OF VAR2 PERFORM 6100-FAILED,5cb7dfdd4c1f407a6aa50ebd344fff1161357464b5ccc82154010d876f0d433a,true
292,8d7d08fdd8c39cacf02f3d3da64aeed4b3112a5bbb5ddde1e756f3c830757815,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 >= VAR2,PERFORM VAR3,,2f6ea3d0007fa3da40b87f4097e26eeac4a5e318f445a49c49907f010db5ca07,false
293,b8175893f634842c6f9a4fb87011cf5c229e92bd41e79b3eb674d158ec5a63ed,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1,MOVE <N> TO VAR2,IF VAR3 THEN MOVE <N> TO VAR2 ELSE IF VAR4 THEN MOVE <N> TO VAR2 ELSE IF VAR5 THEN MOVE <N> TO VAR2 ELSE IF VAR6 THEN MOVE <N> TO VAR2 ELSE IF VAR7 THEN MOVE <N> TO VAR2 ELSE IF VAR8 THEN MOVE <N> TO VAR2 ELSE IF VAR9 THEN MOVE <N> TO VAR2 ELSE IF VAR10 THEN MOVE <N> TO VAR2 ELSE IF VAR11 THEN MOVE <N> TO VAR2 ELSE IF VAR12 THEN MOVE <N> TO VAR2 ELSE IF VAR13 THEN MOVE <N> TO VAR2 ELSE IF VAR14 THEN MOVE <N> TO VAR2 ELSE IF VAR15 THEN MOVE <N> TO VAR2 ELSE IF VAR16 THEN MOVE <N> TO VAR2 ELSE IF VAR17 THEN MOVE <N> TO VAR2 ELSE IF VAR18 THEN MOVE <N> TO VAR2 ELSE IF VAR19 THEN MOVE <N> TO VAR2 ELSE IF VAR20 THEN MOVE <N> TO VAR2 ELSE IF VAR21 THEN MOVE <N> TO VAR2 ELSE IF VAR22 THEN MOVE <N> TO VAR2 ELSE IF VAR23 THEN MOVE <N> TO VAR2 ELSE IF VAR24 THEN MOVE <N> TO VAR2 ELSE IF VAR25 THEN MOVE <N> TO VAR2 ELSE IF VAR26 THEN MOVE <N> TO VAR2 ELSE IF VAR27 THEN MOVE <N> TO VAR2 ELSE IF VAR28 THEN MOVE <N> TO VAR2 ELSE IF VAR29 THEN MOVE <N> TO VAR2 ELSE IF VAR30 THEN MOVE <N> TO VAR2 ELSE IF VAR31 THEN MOVE <N> TO VAR2 ELSE IF VAR32 THEN MOVE <N> TO VAR2 ELSE IF VAR33 THEN MOVE <N> TO VAR2 ELSE IF VAR34 THEN MOVE <N> TO VAR2 ELSE IF VAR35 THEN MOVE <N> TO VAR2 ELSE IF VAR36 THEN MOVE <N> TO VAR2 ELSE IF VAR37 THEN MOVE <N> TO VAR2 ELSE IF VAR38 THEN MOVE <N> TO VAR2 ELSE IF VAR39 THEN MOVE <N> TO VAR2 ELSE IF VAR40 THEN MOVE <N> TO VAR2 ELSE IF VAR41 THEN MOVE <N> TO VAR2 ELSE IF VAR42 THEN MOVE <N> TO VAR2 ELSE IF VAR43 THEN MOVE <N> TO VAR2 ELSE IF VAR44 THEN MOVE <N> TO VAR2 ELSE IF VAR45 THEN MOVE <N> TO VAR2 ELSE MOVE VAR46 TO VAR2,13e3788cf67efa6103c50bbf5047e0b2277806168a4bf4f40be49f4f7907c9b0,true
294,0abd929a750d1ce683808f0edb55175f38a1a44d91525fb512ea751e80d3f45e,IF,3,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <S>,PERFORM VAR2,,336fd4c10ebc2f089d217f981b5b12319be8799faa3ea47926ce7470da4a8fd1,false
295,ee433ad9f6d0555e899dcf4e8d927235e820977d6ef56701a3fbad1950be2cca,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <S> AND VAR2 <> <S>,ADD <N> TO VAR3 MOVE <N> TO VAR4,,03330a65e2453fbfacb2102d07b0cda3c3509f6b9f92ed3dc200b891193f2a98,false
296,2047c9309a47f9865f7737369d6eea0d61fdca8d520eee9f9cef550929277e11,IF,2,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1,PERFORM 2000-IDENTIFY-CARD-TYPES VAR2 VAR3 PERFORM 9400-CLOSE-FILES,,25c0f03bc1b34328ff100d9f0f825a71b803231dfddac556f431d0ff0892c7f7,false
297,f08f62f0f7c8a0669a2a362fed5fe56e14d1a4537cb0d6d3ba775f7aa9bd2d2c,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 = <N>,DISPLAY <S>,IF VAR2 = <N> THEN DISPLAY <S> ELSE DISPLAY VAR3 END-IF,d1936118fd8bdda397f28e23bea0a1768f84682af215941d977a6df49a1ab364,true
298,5c19a2933db3eab44e5c799774d9fd77bfbd5862d6705c8df9f96f779af949d1,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 IS NOT = <S>,MOVE VAR1 TO VAR2,,12bda59410ec33f32cc77972ee3b7e7a69d600bbbba9f0324472396727a14a91,false
299,d75b2dfb26d2725c321b24dbff1272afbd32bb43496bfe6c9b740ab3ce6ab17b,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 OR VAR2,MOVE <S> TO VAR3,DISPLAY <S> VAR4 STOP RUN,6871f8df5b66b67ae1f762c017928ea7259d92de654296868f8942668f2fc8b0,true
300,c59a1bcf6a132914350dccd863560690f9594e91c811e8c7bc17893e437a1262,EVALUATE,6,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 | WHEN | OTHER,MOVE <S> TO VAR2,,968323b2d0de0fe81f2102075ad851f8ad8f06f9110814fa9b4d53b7b43b1610,false
301,4b202e9c6570399cf6d2e4ee98c9951c28f37d16421ed38460b146cd103a8abe,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 >= VAR2,INITIALIZE VAR3 SET VAR4 TO TRUE,ACCEPT VAR3 VAR5 VAR6 ADD <N> TO VAR1 SET VAR4 TO FALSE PERFORM 7200-FIND-LENGTH,1fcaa721796b2edd1ef7304e6bcec72eddf1b1ccd4ec6f568ef81195d1dcfae7,true
302,35c5a1cb9e0438096543f9c2c99e29a6cbec9a47538fc6febfb15da37d133ea6,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 > VAR2,MOVE VAR3 TO VAR4 EXEC_BLOCK_STUB IF VAR5 NOT EQUAL <S> PERFORM 9600-AUTH-ERROR THRU 9600-EXIT PERFORM 9000-RETURN THRU 9000-EXIT,,6451ae83bad39cbcf2e7ec36ce0f170ca5e6a566812751f2b41e5547af5e0d77,false
303,e94015817235f249d3507d1bf5e4c8bf9e366522459d36a4ea1bf28dea0db5e0,IF,1,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 > <N>,MOVE <ZERO> TO VAR2 PERFORM VAR1 VAR3 ADD <N> TO VAR2 EVALUATE VAR4 WHEN <N> MOVE <S> TO VAR4 WHEN <N> MOVE <S> TO VAR4 WHEN <N> MOVE <S> TO VAR4 WHEN <N> MOVE <S> TO VAR4 END-EVALUATE VAR5,,11c0b116858b2d1b246460dd585596b9bf59918faee0d065fea146d2478dfbb9,false
304,9e7605ebb061a112c66ec041b6f92d3c4add06c73f8dbbad90cba038a221a3d7,EVALUATE,2,2026-05-25 09:11:15.190549 +00:00,2026-05-25 09:11:15.190549 +00:00,VAR1 | WHEN | OTHER,GO TO 999-SELECTION1ERROR,,51e70ac016f797910af05a8ae2073b7bfab517d36dc9ad70c2f663c2738c53bf,false
